sg_uf,ano_arrecadacao,mes_arrecadacao,co_tipo_arrecadacao,va_arrecadacao,DATA_BASE
AC,1998,1,119,97679,1998-01-01 00:00:00
AC,1998,1,129,11219,1998-01-01 00:00:00
AC,1998,1,131,0,1998-01-01 00:00:00
AC,1998,1,132,0,1998-01-01 00:00:00
AC,1998,1,133,0,1998-01-01 00:00:00
AC,1998,1,134,0,1998-01-01 00:00:00
AC,1998,1,135,0,1998-01-01 00:00:00
AC,1998,1,139,2622786,1998-01-01 00:00:00
AC,1998,1,211,0,1998-01-01 00:00:00
AC,1998,1,212,0,1998-01-01 00:00:00
AC,1998,1,219,0,1998-01-01 00:00:00
AC,1998,1,221,0,1998-01-01 00:00:00
AC,1998,1,222,0,1998-01-01 00:00:00
AC,1998,1,229,2068482,1998-01-01 00:00:00
AC,1998,1,239,0,1998-01-01 00:00:00
AC,1998,1,249,0,1998-01-01 00:00:00
AC,1998,1,399,4800166,1998-01-01 00:00:00
AC,1998,1,409,1328965,1998-01-01 00:00:00
AC,1998,1,419,1975,1998-01-01 00:00:00
AC,1998,1,429,88485,1998-01-01 00:00:00
AC,1998,1,439,2586980,1998-01-01 00:00:00
AC,1998,1,499,4006405,1998-01-01 00:00:00
AC,1998,1,999,8806571,1998-01-01 00:00:00
AC,1998,10,119,70826,1998-10-01 00:00:00
AC,1998,10,129,21072,1998-10-01 00:00:00
AC,1998,10,131,0,1998-10-01 00:00:00
AC,1998,10,132,0,1998-10-01 00:00:00
AC,1998,10,133,0,1998-10-01 00:00:00
AC,1998,10,134,0,1998-10-01 00:00:00
AC,1998,10,135,0,1998-10-01 00:00:00
AC,1998,10,139,2327243,1998-10-01 00:00:00
AC,1998,10,211,0,1998-10-01 00:00:00
AC,1998,10,212,0,1998-10-01 00:00:00
AC,1998,10,219,4202580,1998-10-01 00:00:00
AC,1998,10,221,0,1998-10-01 00:00:00
AC,1998,10,222,0,1998-10-01 00:00:00
AC,1998,10,229,2277276,1998-10-01 00:00:00
AC,1998,10,239,0,1998-10-01 00:00:00
AC,1998,10,249,0,1998-10-01 00:00:00
AC,1998,10,399,8898997,1998-10-01 00:00:00
AC,1998,10,409,107068,1998-10-01 00:00:00
AC,1998,10,419,2707,1998-10-01 00:00:00
AC,1998,10,429,67819,1998-10-01 00:00:00
AC,1998,10,439,3705257,1998-10-01 00:00:00
AC,1998,10,499,3882851,1998-10-01 00:00:00
AC,1998,10,999,12781847,1998-10-01 00:00:00
AC,1998,11,119,57264,1998-11-01 00:00:00
AC,1998,11,129,12610,1998-11-01 00:00:00
AC,1998,11,131,0,1998-11-01 00:00:00
AC,1998,11,132,0,1998-11-01 00:00:00
AC,1998,11,133,0,1998-11-01 00:00:00
AC,1998,11,134,0,1998-11-01 00:00:00
AC,1998,11,135,0,1998-11-01 00:00:00
AC,1998,11,139,2542693,1998-11-01 00:00:00
AC,1998,11,211,0,1998-11-01 00:00:00
AC,1998,11,212,0,1998-11-01 00:00:00
AC,1998,11,219,4202580,1998-11-01 00:00:00
AC,1998,11,221,0,1998-11-01 00:00:00
AC,1998,11,222,0,1998-11-01 00:00:00
AC,1998,11,229,1754356,1998-11-01 00:00:00
AC,1998,11,239,0,1998-11-01 00:00:00
AC,1998,11,249,0,1998-11-01 00:00:00
AC,1998,11,399,8569504,1998-11-01 00:00:00
AC,1998,11,409,107160,1998-11-01 00:00:00
AC,1998,11,419,1282,1998-11-01 00:00:00
AC,1998,11,429,46495,1998-11-01 00:00:00
AC,1998,11,439,2515100,1998-11-01 00:00:00
AC,1998,11,499,2670037,1998-11-01 00:00:00
AC,1998,11,999,11239541,1998-11-01 00:00:00
AC,1998,12,119,43618,1998-12-01 00:00:00
AC,1998,12,129,8116,1998-12-01 00:00:00
AC,1998,12,131,0,1998-12-01 00:00:00
AC,1998,12,132,0,1998-12-01 00:00:00
AC,1998,12,133,0,1998-12-01 00:00:00
AC,1998,12,134,0,1998-12-01 00:00:00
AC,1998,12,135,0,1998-12-01 00:00:00
AC,1998,12,139,2004526,1998-12-01 00:00:00
AC,1998,12,211,0,1998-12-01 00:00:00
AC,1998,12,212,0,1998-12-01 00:00:00
AC,1998,12,219,4202500,1998-12-01 00:00:00
AC,1998,12,221,0,1998-12-01 00:00:00
AC,1998,12,222,0,1998-12-01 00:00:00
AC,1998,12,229,2044977,1998-12-01 00:00:00
AC,1998,12,239,0,1998-12-01 00:00:00
AC,1998,12,249,0,1998-12-01 00:00:00
AC,1998,12,399,8303737,1998-12-01 00:00:00
AC,1998,12,409,86711,1998-12-01 00:00:00
AC,1998,12,419,5133,1998-12-01 00:00:00
AC,1998,12,429,39405,1998-12-01 00:00:00
AC,1998,12,439,844234,1998-12-01 00:00:00
AC,1998,12,499,975482,1998-12-01 00:00:00
AC,1998,12,999,9279220,1998-12-01 00:00:00
AC,1998,2,119,114225,1998-02-01 00:00:00
AC,1998,2,129,8893,1998-02-01 00:00:00
AC,1998,2,131,0,1998-02-01 00:00:00
AC,1998,2,132,0,1998-02-01 00:00:00
AC,1998,2,133,0,1998-02-01 00:00:00
AC,1998,2,134,0,1998-02-01 00:00:00
AC,1998,2,135,0,1998-02-01 00:00:00
AC,1998,2,139,1600807,1998-02-01 00:00:00
AC,1998,2,211,0,1998-02-01 00:00:00
AC,1998,2,212,0,1998-02-01 00:00:00
AC,1998,2,219,0,1998-02-01 00:00:00
AC,1998,2,221,0,1998-02-01 00:00:00
AC,1998,2,222,0,1998-02-01 00:00:00
AC,1998,2,229,2290350,1998-02-01 00:00:00
AC,1998,2,239,0,1998-02-01 00:00:00
AC,1998,2,249,0,1998-02-01 00:00:00
AC,1998,2,399,4014276,1998-02-01 00:00:00
AC,1998,2,409,398898,1998-02-01 00:00:00
AC,1998,2,419,0,1998-02-01 00:00:00
AC,1998,2,429,68134,1998-02-01 00:00:00
AC,1998,2,439,3825721,1998-02-01 00:00:00
AC,1998,2,499,4292754,1998-02-01 00:00:00
AC,1998,2,999,8307029,1998-02-01 00:00:00
AC,1998,3,119,80708,1998-03-01 00:00:00
AC,1998,3,129,15978,1998-03-01 00:00:00
AC,1998,3,131,0,1998-03-01 00:00:00
AC,1998,3,132,0,1998-03-01 00:00:00
AC,1998,3,133,0,1998-03-01 00:00:00
AC,1998,3,134,0,1998-03-01 00:00:00
AC,1998,3,135,0,1998-03-01 00:00:00
AC,1998,3,139,3148868,1998-03-01 00:00:00
AC,1998,3,211,0,1998-03-01 00:00:00
AC,1998,3,212,0,1998-03-01 00:00:00
AC,1998,3,219,0,1998-03-01 00:00:00
AC,1998,3,221,0,1998-03-01 00:00:00
AC,1998,3,222,0,1998-03-01 00:00:00
AC,1998,3,229,2305768,1998-03-01 00:00:00
AC,1998,3,239,0,1998-03-01 00:00:00
AC,1998,3,249,0,1998-03-01 00:00:00
AC,1998,3,399,5551323,1998-03-01 00:00:00
AC,1998,3,409,493677,1998-03-01 00:00:00
AC,1998,3,419,1853,1998-03-01 00:00:00
AC,1998,3,429,80432,1998-03-01 00:00:00
AC,1998,3,439,3167624,1998-03-01 00:00:00
AC,1998,3,499,3743586,1998-03-01 00:00:00
AC,1998,3,999,9294909,1998-03-01 00:00:00
AC,1998,4,119,53719,1998-04-01 00:00:00
AC,1998,4,129,14937,1998-04-01 00:00:00
AC,1998,4,131,0,1998-04-01 00:00:00
AC,1998,4,132,0,1998-04-01 00:00:00
AC,1998,4,133,0,1998-04-01 00:00:00
AC,1998,4,134,0,1998-04-01 00:00:00
AC,1998,4,135,0,1998-04-01 00:00:00
AC,1998,4,139,2698738,1998-04-01 00:00:00
AC,1998,4,211,0,1998-04-01 00:00:00
AC,1998,4,212,0,1998-04-01 00:00:00
AC,1998,4,219,0,1998-04-01 00:00:00
AC,1998,4,221,0,1998-04-01 00:00:00
AC,1998,4,222,0,1998-04-01 00:00:00
AC,1998,4,229,1852025,1998-04-01 00:00:00
AC,1998,4,239,0,1998-04-01 00:00:00
AC,1998,4,249,0,1998-04-01 00:00:00
AC,1998,4,399,4619418,1998-04-01 00:00:00
AC,1998,4,409,230568,1998-04-01 00:00:00
AC,1998,4,419,2733,1998-04-01 00:00:00
AC,1998,4,429,78309,1998-04-01 00:00:00
AC,1998,4,439,2900392,1998-04-01 00:00:00
AC,1998,4,499,3212002,1998-04-01 00:00:00
AC,1998,4,999,7831420,1998-04-01 00:00:00
AC,1998,5,119,59536,1998-05-01 00:00:00
AC,1998,5,129,16859,1998-05-01 00:00:00
AC,1998,5,131,0,1998-05-01 00:00:00
AC,1998,5,132,0,1998-05-01 00:00:00
AC,1998,5,133,0,1998-05-01 00:00:00
AC,1998,5,134,0,1998-05-01 00:00:00
AC,1998,5,135,0,1998-05-01 00:00:00
AC,1998,5,139,2457447,1998-05-01 00:00:00
AC,1998,5,211,0,1998-05-01 00:00:00
AC,1998,5,212,0,1998-05-01 00:00:00
AC,1998,5,219,0,1998-05-01 00:00:00
AC,1998,5,221,0,1998-05-01 00:00:00
AC,1998,5,222,0,1998-05-01 00:00:00
AC,1998,5,229,2338245,1998-05-01 00:00:00
AC,1998,5,239,0,1998-05-01 00:00:00
AC,1998,5,249,0,1998-05-01 00:00:00
AC,1998,5,399,4872087,1998-05-01 00:00:00
AC,1998,5,409,177413,1998-05-01 00:00:00
AC,1998,5,419,4269,1998-05-01 00:00:00
AC,1998,5,429,90480,1998-05-01 00:00:00
AC,1998,5,439,4713012,1998-05-01 00:00:00
AC,1998,5,499,4985175,1998-05-01 00:00:00
AC,1998,5,999,9857262,1998-05-01 00:00:00
AC,1998,6,119,68497,1998-06-01 00:00:00
AC,1998,6,129,18944,1998-06-01 00:00:00
AC,1998,6,131,0,1998-06-01 00:00:00
AC,1998,6,132,0,1998-06-01 00:00:00
AC,1998,6,133,0,1998-06-01 00:00:00
AC,1998,6,134,0,1998-06-01 00:00:00
AC,1998,6,135,0,1998-06-01 00:00:00
AC,1998,6,139,2863716,1998-06-01 00:00:00
AC,1998,6,211,0,1998-06-01 00:00:00
AC,1998,6,212,0,1998-06-01 00:00:00
AC,1998,6,219,0,1998-06-01 00:00:00
AC,1998,6,221,0,1998-06-01 00:00:00
AC,1998,6,222,0,1998-06-01 00:00:00
AC,1998,6,229,2431500,1998-06-01 00:00:00
AC,1998,6,239,0,1998-06-01 00:00:00
AC,1998,6,249,0,1998-06-01 00:00:00
AC,1998,6,399,5377658,1998-06-01 00:00:00
AC,1998,6,409,165662,1998-06-01 00:00:00
AC,1998,6,419,12023,1998-06-01 00:00:00
AC,1998,6,429,76117,1998-06-01 00:00:00
AC,1998,6,439,2826120,1998-06-01 00:00:00
AC,1998,6,499,3079922,1998-06-01 00:00:00
AC,1998,6,999,8457579,1998-06-01 00:00:00
AC,1998,7,119,68043,1998-07-01 00:00:00
AC,1998,7,129,18844,1998-07-01 00:00:00
AC,1998,7,131,0,1998-07-01 00:00:00
AC,1998,7,132,0,1998-07-01 00:00:00
AC,1998,7,133,0,1998-07-01 00:00:00
AC,1998,7,134,0,1998-07-01 00:00:00
AC,1998,7,135,0,1998-07-01 00:00:00
AC,1998,7,139,2507525,1998-07-01 00:00:00
AC,1998,7,211,0,1998-07-01 00:00:00
AC,1998,7,212,0,1998-07-01 00:00:00
AC,1998,7,219,0,1998-07-01 00:00:00
AC,1998,7,221,0,1998-07-01 00:00:00
AC,1998,7,222,0,1998-07-01 00:00:00
AC,1998,7,229,2099548,1998-07-01 00:00:00
AC,1998,7,239,0,1998-07-01 00:00:00
AC,1998,7,249,0,1998-07-01 00:00:00
AC,1998,7,399,4693960,1998-07-01 00:00:00
AC,1998,7,409,176940,1998-07-01 00:00:00
AC,1998,7,419,7226,1998-07-01 00:00:00
AC,1998,7,429,64993,1998-07-01 00:00:00
AC,1998,7,439,2613647,1998-07-01 00:00:00
AC,1998,7,499,2862807,1998-07-01 00:00:00
AC,1998,7,999,7556767,1998-07-01 00:00:00
AC,1998,8,119,69411,1998-08-01 00:00:00
AC,1998,8,129,25482,1998-08-01 00:00:00
AC,1998,8,131,0,1998-08-01 00:00:00
AC,1998,8,132,0,1998-08-01 00:00:00
AC,1998,8,133,0,1998-08-01 00:00:00
AC,1998,8,134,0,1998-08-01 00:00:00
AC,1998,8,135,0,1998-08-01 00:00:00
AC,1998,8,139,2905526,1998-08-01 00:00:00
AC,1998,8,211,0,1998-08-01 00:00:00
AC,1998,8,212,0,1998-08-01 00:00:00
AC,1998,8,219,4202580,1998-08-01 00:00:00
AC,1998,8,221,0,1998-08-01 00:00:00
AC,1998,8,222,0,1998-08-01 00:00:00
AC,1998,8,229,1936551,1998-08-01 00:00:00
AC,1998,8,239,0,1998-08-01 00:00:00
AC,1998,8,249,0,1998-08-01 00:00:00
AC,1998,8,399,9139550,1998-08-01 00:00:00
AC,1998,8,409,150239,1998-08-01 00:00:00
AC,1998,8,419,1200,1998-08-01 00:00:00
AC,1998,8,429,58700,1998-08-01 00:00:00
AC,1998,8,439,2660026,1998-08-01 00:00:00
AC,1998,8,499,2870165,1998-08-01 00:00:00
AC,1998,8,999,12009716,1998-08-01 00:00:00
AC,1998,9,119,68519,1998-09-01 00:00:00
AC,1998,9,129,19105,1998-09-01 00:00:00
AC,1998,9,131,0,1998-09-01 00:00:00
AC,1998,9,132,0,1998-09-01 00:00:00
AC,1998,9,133,0,1998-09-01 00:00:00
AC,1998,9,134,0,1998-09-01 00:00:00
AC,1998,9,135,0,1998-09-01 00:00:00
AC,1998,9,139,2161007,1998-09-01 00:00:00
AC,1998,9,211,0,1998-09-01 00:00:00
AC,1998,9,212,0,1998-09-01 00:00:00
AC,1998,9,219,4202580,1998-09-01 00:00:00
AC,1998,9,221,0,1998-09-01 00:00:00
AC,1998,9,222,0,1998-09-01 00:00:00
AC,1998,9,229,1940584,1998-09-01 00:00:00
AC,1998,9,239,0,1998-09-01 00:00:00
AC,1998,9,249,0,1998-09-01 00:00:00
AC,1998,9,399,8391796,1998-09-01 00:00:00
AC,1998,9,409,125697,1998-09-01 00:00:00
AC,1998,9,419,1811,1998-09-01 00:00:00
AC,1998,9,429,55738,1998-09-01 00:00:00
AC,1998,9,439,3725045,1998-09-01 00:00:00
AC,1998,9,499,3908291,1998-09-01 00:00:00
AC,1998,9,999,12300086,1998-09-01 00:00:00
AC,1999,1,119,57712,1999-01-01 00:00:00
AC,1999,1,129,5369,1999-01-01 00:00:00
AC,1999,1,131,0,1999-01-01 00:00:00
AC,1999,1,132,0,1999-01-01 00:00:00
AC,1999,1,133,0,1999-01-01 00:00:00
AC,1999,1,134,0,1999-01-01 00:00:00
AC,1999,1,135,0,1999-01-01 00:00:00
AC,1999,1,139,2344838,1999-01-01 00:00:00
AC,1999,1,211,0,1999-01-01 00:00:00
AC,1999,1,212,0,1999-01-01 00:00:00
AC,1999,1,219,2079518,1999-01-01 00:00:00
AC,1999,1,221,0,1999-01-01 00:00:00
AC,1999,1,222,0,1999-01-01 00:00:00
AC,1999,1,229,2079518,1999-01-01 00:00:00
AC,1999,1,239,0,1999-01-01 00:00:00
AC,1999,1,249,0,1999-01-01 00:00:00
AC,1999,1,399,6566954,1999-01-01 00:00:00
AC,1999,1,409,902631,1999-01-01 00:00:00
AC,1999,1,419,986,1999-01-01 00:00:00
AC,1999,1,429,59143,1999-01-01 00:00:00
AC,1999,1,439,2071550,1999-01-01 00:00:00
AC,1999,1,499,3034309,1999-01-01 00:00:00
AC,1999,1,999,9601264,1999-01-01 00:00:00
AC,1999,10,119,226930,1999-10-01 00:00:00
AC,1999,10,129,21925,1999-10-01 00:00:00
AC,1999,10,131,0,1999-10-01 00:00:00
AC,1999,10,132,0,1999-10-01 00:00:00
AC,1999,10,133,0,1999-10-01 00:00:00
AC,1999,10,134,0,1999-10-01 00:00:00
AC,1999,10,135,0,1999-10-01 00:00:00
AC,1999,10,139,3515412,1999-10-01 00:00:00
AC,1999,10,211,0,1999-10-01 00:00:00
AC,1999,10,212,0,1999-10-01 00:00:00
AC,1999,10,219,0,1999-10-01 00:00:00
AC,1999,10,221,0,1999-10-01 00:00:00
AC,1999,10,222,0,1999-10-01 00:00:00
AC,1999,10,229,2993285,1999-10-01 00:00:00
AC,1999,10,239,2142,1999-10-01 00:00:00
AC,1999,10,249,0,1999-10-01 00:00:00
AC,1999,10,399,6759694,1999-10-01 00:00:00
AC,1999,10,409,182731,1999-10-01 00:00:00
AC,1999,10,419,4564,1999-10-01 00:00:00
AC,1999,10,429,65421,1999-10-01 00:00:00
AC,1999,10,439,3500592,1999-10-01 00:00:00
AC,1999,10,499,3753308,1999-10-01 00:00:00
AC,1999,10,999,10513002,1999-10-01 00:00:00
AC,1999,11,119,174674,1999-11-01 00:00:00
AC,1999,11,129,19116,1999-11-01 00:00:00
AC,1999,11,131,0,1999-11-01 00:00:00
AC,1999,11,132,0,1999-11-01 00:00:00
AC,1999,11,133,0,1999-11-01 00:00:00
AC,1999,11,134,0,1999-11-01 00:00:00
AC,1999,11,135,0,1999-11-01 00:00:00
AC,1999,11,139,4093426,1999-11-01 00:00:00
AC,1999,11,211,0,1999-11-01 00:00:00
AC,1999,11,212,0,1999-11-01 00:00:00
AC,1999,11,219,0,1999-11-01 00:00:00
AC,1999,11,221,0,1999-11-01 00:00:00
AC,1999,11,222,0,1999-11-01 00:00:00
AC,1999,11,229,3124464,1999-11-01 00:00:00
AC,1999,11,239,869,1999-11-01 00:00:00
AC,1999,11,249,0,1999-11-01 00:00:00
AC,1999,11,399,7412549,1999-11-01 00:00:00
AC,1999,11,409,98226,1999-11-01 00:00:00
AC,1999,11,419,6950,1999-11-01 00:00:00
AC,1999,11,429,125053,1999-11-01 00:00:00
AC,1999,11,439,11585615,1999-11-01 00:00:00
AC,1999,11,499,11815844,1999-11-01 00:00:00
AC,1999,11,999,19228393,1999-11-01 00:00:00
AC,1999,12,119,327815,1999-12-01 00:00:00
AC,1999,12,129,17382,1999-12-01 00:00:00
AC,1999,12,131,0,1999-12-01 00:00:00
AC,1999,12,132,0,1999-12-01 00:00:00
AC,1999,12,133,0,1999-12-01 00:00:00
AC,1999,12,134,0,1999-12-01 00:00:00
AC,1999,12,135,0,1999-12-01 00:00:00
AC,1999,12,139,5910560,1999-12-01 00:00:00
AC,1999,12,211,0,1999-12-01 00:00:00
AC,1999,12,212,0,1999-12-01 00:00:00
AC,1999,12,219,3078095,1999-12-01 00:00:00
AC,1999,12,221,0,1999-12-01 00:00:00
AC,1999,12,222,0,1999-12-01 00:00:00
AC,1999,12,229,0,1999-12-01 00:00:00
AC,1999,12,239,1772,1999-12-01 00:00:00
AC,1999,12,249,0,1999-12-01 00:00:00
AC,1999,12,399,9335624,1999-12-01 00:00:00
AC,1999,12,409,109797,1999-12-01 00:00:00
AC,1999,12,419,7055,1999-12-01 00:00:00
AC,1999,12,429,202140,1999-12-01 00:00:00
AC,1999,12,439,7085457,1999-12-01 00:00:00
AC,1999,12,499,7404449,1999-12-01 00:00:00
AC,1999,12,999,16740073,1999-12-01 00:00:00
AC,1999,2,119,86976,1999-02-01 00:00:00
AC,1999,2,129,1876,1999-02-01 00:00:00
AC,1999,2,131,0,1999-02-01 00:00:00
AC,1999,2,132,0,1999-02-01 00:00:00
AC,1999,2,133,0,1999-02-01 00:00:00
AC,1999,2,134,0,1999-02-01 00:00:00
AC,1999,2,135,0,1999-02-01 00:00:00
AC,1999,2,139,2318019,1999-02-01 00:00:00
AC,1999,2,211,0,1999-02-01 00:00:00
AC,1999,2,212,0,1999-02-01 00:00:00
AC,1999,2,219,0,1999-02-01 00:00:00
AC,1999,2,221,0,1999-02-01 00:00:00
AC,1999,2,222,0,1999-02-01 00:00:00
AC,1999,2,229,2373548,1999-02-01 00:00:00
AC,1999,2,239,168,1999-02-01 00:00:00
AC,1999,2,249,0,1999-02-01 00:00:00
AC,1999,2,399,4780587,1999-02-01 00:00:00
AC,1999,2,409,1016703,1999-02-01 00:00:00
AC,1999,2,419,2700,1999-02-01 00:00:00
AC,1999,2,429,76041,1999-02-01 00:00:00
AC,1999,2,439,1417864,1999-02-01 00:00:00
AC,1999,2,499,2513308,1999-02-01 00:00:00
AC,1999,2,999,7293895,1999-02-01 00:00:00
AC,1999,3,119,89113,1999-03-01 00:00:00
AC,1999,3,129,12913,1999-03-01 00:00:00
AC,1999,3,131,0,1999-03-01 00:00:00
AC,1999,3,132,0,1999-03-01 00:00:00
AC,1999,3,133,0,1999-03-01 00:00:00
AC,1999,3,134,0,1999-03-01 00:00:00
AC,1999,3,135,0,1999-03-01 00:00:00
AC,1999,3,139,0,1999-03-01 00:00:00
AC,1999,3,211,0,1999-03-01 00:00:00
AC,1999,3,212,0,1999-03-01 00:00:00
AC,1999,3,219,0,1999-03-01 00:00:00
AC,1999,3,221,0,1999-03-01 00:00:00
AC,1999,3,222,0,1999-03-01 00:00:00
AC,1999,3,229,1309211,1999-03-01 00:00:00
AC,1999,3,239,0,1999-03-01 00:00:00
AC,1999,3,249,0,1999-03-01 00:00:00
AC,1999,3,399,3781207,1999-03-01 00:00:00
AC,1999,3,409,621280,1999-03-01 00:00:00
AC,1999,3,419,6520,1999-03-01 00:00:00
AC,1999,3,429,82115,1999-03-01 00:00:00
AC,1999,3,439,3846150,1999-03-01 00:00:00
AC,1999,3,499,4556065,1999-03-01 00:00:00
AC,1999,3,999,8337272,1999-03-01 00:00:00
AC,1999,4,119,78383,1999-04-01 00:00:00
AC,1999,4,129,6710,1999-04-01 00:00:00
AC,1999,4,131,0,1999-04-01 00:00:00
AC,1999,4,132,0,1999-04-01 00:00:00
AC,1999,4,133,0,1999-04-01 00:00:00
AC,1999,4,134,0,1999-04-01 00:00:00
AC,1999,4,135,0,1999-04-01 00:00:00
AC,1999,4,139,2852232,1999-04-01 00:00:00
AC,1999,4,211,0,1999-04-01 00:00:00
AC,1999,4,212,0,1999-04-01 00:00:00
AC,1999,4,219,0,1999-04-01 00:00:00
AC,1999,4,221,0,1999-04-01 00:00:00
AC,1999,4,222,0,1999-04-01 00:00:00
AC,1999,4,229,2676174,1999-04-01 00:00:00
AC,1999,4,239,21,1999-04-01 00:00:00
AC,1999,4,249,0,1999-04-01 00:00:00
AC,1999,4,399,5613519,1999-04-01 00:00:00
AC,1999,4,409,376110,1999-04-01 00:00:00
AC,1999,4,419,2778,1999-04-01 00:00:00
AC,1999,4,429,73126,1999-04-01 00:00:00
AC,1999,4,439,1049362,1999-04-01 00:00:00
AC,1999,4,499,1501377,1999-04-01 00:00:00
AC,1999,4,999,7114897,1999-04-01 00:00:00
AC,1999,5,119,68840,1999-05-01 00:00:00
AC,1999,5,129,6612,1999-05-01 00:00:00
AC,1999,5,131,0,1999-05-01 00:00:00
AC,1999,5,132,0,1999-05-01 00:00:00
AC,1999,5,133,0,1999-05-01 00:00:00
AC,1999,5,134,0,1999-05-01 00:00:00
AC,1999,5,135,0,1999-05-01 00:00:00
AC,1999,5,139,4823445,1999-05-01 00:00:00
AC,1999,5,211,0,1999-05-01 00:00:00
AC,1999,5,212,0,1999-05-01 00:00:00
AC,1999,5,219,0,1999-05-01 00:00:00
AC,1999,5,221,0,1999-05-01 00:00:00
AC,1999,5,222,0,1999-05-01 00:00:00
AC,1999,5,229,1925885,1999-05-01 00:00:00
AC,1999,5,239,0,1999-05-01 00:00:00
AC,1999,5,249,0,1999-05-01 00:00:00
AC,1999,5,399,6824781,1999-05-01 00:00:00
AC,1999,5,409,277645,1999-05-01 00:00:00
AC,1999,5,419,2053,1999-05-01 00:00:00
AC,1999,5,429,65551,1999-05-01 00:00:00
AC,1999,5,439,3844331,1999-05-01 00:00:00
AC,1999,5,499,4189580,1999-05-01 00:00:00
AC,1999,5,999,11014361,1999-05-01 00:00:00
AC,1999,6,119,157371,1999-06-01 00:00:00
AC,1999,6,129,9328,1999-06-01 00:00:00
AC,1999,6,131,0,1999-06-01 00:00:00
AC,1999,6,132,0,1999-06-01 00:00:00
AC,1999,6,133,0,1999-06-01 00:00:00
AC,1999,6,134,0,1999-06-01 00:00:00
AC,1999,6,135,0,1999-06-01 00:00:00
AC,1999,6,139,3872035,1999-06-01 00:00:00
AC,1999,6,211,0,1999-06-01 00:00:00
AC,1999,6,212,0,1999-06-01 00:00:00
AC,1999,6,219,0,1999-06-01 00:00:00
AC,1999,6,221,0,1999-06-01 00:00:00
AC,1999,6,222,0,1999-06-01 00:00:00
AC,1999,6,229,2207704,1999-06-01 00:00:00
AC,1999,6,239,0,1999-06-01 00:00:00
AC,1999,6,249,0,1999-06-01 00:00:00
AC,1999,6,399,6246438,1999-06-01 00:00:00
AC,1999,6,409,230204,1999-06-01 00:00:00
AC,1999,6,419,19917,1999-06-01 00:00:00
AC,1999,6,429,56195,1999-06-01 00:00:00
AC,1999,6,439,2245247,1999-06-01 00:00:00
AC,1999,6,499,2551562,1999-06-01 00:00:00
AC,1999,6,999,8798000,1999-06-01 00:00:00
AC,1999,7,119,82663,1999-07-01 00:00:00
AC,1999,7,129,12222,1999-07-01 00:00:00
AC,1999,7,131,0,1999-07-01 00:00:00
AC,1999,7,132,0,1999-07-01 00:00:00
AC,1999,7,133,0,1999-07-01 00:00:00
AC,1999,7,134,0,1999-07-01 00:00:00
AC,1999,7,135,0,1999-07-01 00:00:00
AC,1999,7,139,3696179,1999-07-01 00:00:00
AC,1999,7,211,0,1999-07-01 00:00:00
AC,1999,7,212,0,1999-07-01 00:00:00
AC,1999,7,219,0,1999-07-01 00:00:00
AC,1999,7,221,0,1999-07-01 00:00:00
AC,1999,7,222,0,1999-07-01 00:00:00
AC,1999,7,229,2774977,1999-07-01 00:00:00
AC,1999,7,239,492,1999-07-01 00:00:00
AC,1999,7,249,0,1999-07-01 00:00:00
AC,1999,7,399,6566533,1999-07-01 00:00:00
AC,1999,7,409,274845,1999-07-01 00:00:00
AC,1999,7,419,4467,1999-07-01 00:00:00
AC,1999,7,429,71921,1999-07-01 00:00:00
AC,1999,7,439,4199170,1999-07-01 00:00:00
AC,1999,7,499,4550403,1999-07-01 00:00:00
AC,1999,7,999,11116936,1999-07-01 00:00:00
AC,1999,8,119,92173,1999-08-01 00:00:00
AC,1999,8,129,31122,1999-08-01 00:00:00
AC,1999,8,131,0,1999-08-01 00:00:00
AC,1999,8,132,0,1999-08-01 00:00:00
AC,1999,8,133,0,1999-08-01 00:00:00
AC,1999,8,134,0,1999-08-01 00:00:00
AC,1999,8,135,0,1999-08-01 00:00:00
AC,1999,8,139,4145610,1999-08-01 00:00:00
AC,1999,8,211,0,1999-08-01 00:00:00
AC,1999,8,212,0,1999-08-01 00:00:00
AC,1999,8,219,0,1999-08-01 00:00:00
AC,1999,8,221,0,1999-08-01 00:00:00
AC,1999,8,222,0,1999-08-01 00:00:00
AC,1999,8,229,2762474,1999-08-01 00:00:00
AC,1999,8,239,1233,1999-08-01 00:00:00
AC,1999,8,249,0,1999-08-01 00:00:00
AC,1999,8,399,7032612,1999-08-01 00:00:00
AC,1999,8,409,222774,1999-08-01 00:00:00
AC,1999,8,419,6854,1999-08-01 00:00:00
AC,1999,8,429,75534,1999-08-01 00:00:00
AC,1999,8,439,3562820,1999-08-01 00:00:00
AC,1999,8,499,3867982,1999-08-01 00:00:00
AC,1999,8,999,10900594,1999-08-01 00:00:00
AC,1999,9,119,65031,1999-09-01 00:00:00
AC,1999,9,129,25858,1999-09-01 00:00:00
AC,1999,9,131,0,1999-09-01 00:00:00
AC,1999,9,132,0,1999-09-01 00:00:00
AC,1999,9,133,0,1999-09-01 00:00:00
AC,1999,9,134,0,1999-09-01 00:00:00
AC,1999,9,135,0,1999-09-01 00:00:00
AC,1999,9,139,4928887,1999-09-01 00:00:00
AC,1999,9,211,0,1999-09-01 00:00:00
AC,1999,9,212,0,1999-09-01 00:00:00
AC,1999,9,219,0,1999-09-01 00:00:00
AC,1999,9,221,0,1999-09-01 00:00:00
